ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
1505-control	"""What I was thinking was this, Mrs Robinson,"" she continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Lawson.  He had scarcely said these words, half turning his back on Mrs Robinson as he spoke, when the room door was opened by Effie, and George was announced.  When he saw his friend, Lawson suddenly turned pale."	his	367	George	332	FALSE	Lawson	379	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1505-swap-1	"""What I was thinking was this, George,"" he continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Effie.  She had scarcely said these words, half turning her back on George as she spoke, when the room door was opened by Lawson, and Mrs Robinson was announced.  When she saw her friend, Effie suddenly turned pale."	her	363	Mrs Robinson	321	FALSE	Effie	375	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1505-swap-2	"""What I was thinking was this, Lawson,"" he continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Mrs Robinson.  She had scarcely said these words, half turning her back on Lawson as she spoke, when the room door was opened by George, and Effie was announced.  When she saw her friend, Mrs Robinson suddenly turned pale."	her	363	Effie	328	FALSE	Mrs Robinson	375	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1519	"Oh, Alice!"" Kate broke out, ""how can you speak of such things? Here are we at present, owing more than our lives to this man, and you are going now to damage him by raking up that miserable old story.  ""Mr Barker,"" she said impulsively, ""my father, one of the most just, as well as one of the most kind of men, had the highest opinion of Reuben Whitney; believe me, there was nothing in the circumstances to which Alice alludes which could cast the slightest slur upon his character."""	his	469	Mr Barker	203	FALSE	Reuben Whitney	338	TRUE	pg20031 A Final Reckoning A Tale of Bush Life in Australia (by G. A. Henty)
1519-control	"Oh, Kate!"" Alice broke out, ""how can you speak of such things? Here are we at present, owing more than our lives to this man, and you are going now to damage him by raking up that miserable old story.  ""Reuben Whitney,"" she said impulsively, ""my father, one of the most just, as well as one of the most kind of men, had the highest opinion of Mr Barker; believe me, there was nothing in the circumstances to which Kate alludes which could cast the slightest slur upon his character."""	his	468	Reuben Whitney	203	FALSE	Mr Barker	343	TRUE	pg20031 A Final Reckoning A Tale of Bush Life in Australia (by G. A. Henty)
1519-swap-1	"Oh, Mr Barker!"" Reuben Whitney broke out, ""how can you speak of such things? Here are we at present, owing more than our lives to this woman, and you are going now to damage her by raking up that miserable old story.  ""Alice,"" he said impulsively, ""my mother, one of the most just, as well as one of the most kind of women, had the highest opinion of Kate; believe me, there was nothing in the circumstances to which Mr Barker alludes which could cast the slightest slur upon her character."""	her	476	Alice	219	FALSE	Kate	351	TRUE	pg20031 A Final Reckoning A Tale of Bush Life in Australia (by G. A. Henty)
1519-swap-2	"Oh, Reuben Whitney!"" Mr Barker broke out, ""how can you speak of such things? Here are we at present, owing more than our lives to this woman, and you are going now to damage her by raking up that miserable old story.  ""Kate,"" he said impulsively, ""my mother, one of the most just, as well as one of the most kind of women, had the highest opinion of Alice; believe me, there was nothing in the circumstances to which Reuben Whitney alludes which could cast the slightest slur upon her character."""	her	481	Kate	219	FALSE	Alice	350	TRUE	pg20031 A Final Reckoning A Tale of Bush Life in Australia (by G. A. Henty)
1520	"""I'd like to go, but I wouldn't like to leave you, Sue.""  ""Take your tea now, there's a good fellow,"" answered Sue, who was nothing if not matter-of-fact. ""Aye, dear!"" she continued as she poured it out and then waited for Giles to raise the cup to his lips, ""Peter Harris do look bad. I guess he's sorry he was so rough on Connie."	he	294	Giles	223	FALSE	Peter Harris	260	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1520-control	"""I'd like to go, but I wouldn't like to leave you, Connie.""  ""Take your tea now, there's a good fellow,"" answered Connie, who was nothing if not matter-of-fact. ""Aye, dear!"" she continued as she poured it out and then waited for Peter Harris to raise the cup to his lips, ""Giles do look bad. I guess he's sorry he was so rough on Sue."	he	300	Peter Harris	229	FALSE	Giles	273	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1520-swap-1	"""I'd like to go, but I wouldn't like to leave you, Peter Harris.""  ""Take your tea now, there's a good fellow,"" answered Peter Harris, who was nothing if not matter-of-fact. ""Aye, dear!"" he continued as he poured it out and then waited for Connie to raise the cup to her lips, ""Sue do look bad. I guess she's sorry she was so rough on Giles."	she	302	Connie	239	FALSE	Sue	277	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1520-swap-2	"""I'd like to go, but I wouldn't like to leave you, Giles.""  ""Take your tea now, there's a good fellow,"" answered Giles, who was nothing if not matter-of-fact. ""Aye, dear!"" he continued as he poured it out and then waited for Sue to raise the cup to her lips, ""Connie do look bad. I guess she's sorry she was so rough on Peter Harris."	she	288	Sue	225	FALSE	Connie	260	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1521	"""I'd like to go, but I wouldn't like to leave you, Sue.""  ""Take your tea now, there's a good fellow,"" answered Sue, who was nothing if not matter-of-fact. ""Aye, dear!"" she continued as she poured it out and then waited for Giles to raise the cup to his lips, ""Peter Harris do look bad. I guess he's sorry he was so rough on Connie."	he	305	Giles	223	FALSE	Peter Harris	260	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1521-control	"""I'd like to go, but I wouldn't like to leave you, Connie.""  ""Take your tea now, there's a good fellow,"" answered Connie, who was nothing if not matter-of-fact. ""Aye, dear!"" she continued as she poured it out and then waited for Peter Harris to raise the cup to his lips, ""Giles do look bad. I guess he's sorry he was so rough on Sue."	he	311	Peter Harris	229	FALSE	Giles	273	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1521-swap-1	"""I'd like to go, but I wouldn't like to leave you, Peter Harris.""  ""Take your tea now, there's a good fellow,"" answered Peter Harris, who was nothing if not matter-of-fact. ""Aye, dear!"" he continued as he poured it out and then waited for Connie to raise the cup to her lips, ""Sue do look bad. I guess she's sorry she was so rough on Giles."	she	314	Connie	239	FALSE	Sue	277	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1521-swap-2	"""I'd like to go, but I wouldn't like to leave you, Giles.""  ""Take your tea now, there's a good fellow,"" answered Giles, who was nothing if not matter-of-fact. ""Aye, dear!"" he continued as he poured it out and then waited for Sue to raise the cup to her lips, ""Connie do look bad. I guess she's sorry she was so rough on Peter Harris."	she	300	Sue	225	FALSE	Connie	260	TRUE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1524	The policemen also came to their aid. They searched the blind alley, going into every house. In short, they did not leave a stone unturned to recover poor Connie; but, alas! all in vain.  Father John was at least glad that he had not gone to visit Sue and Giles. He could not bear to bring them such terrible tidings as that poor Connie had come home and had been kidnapped again.	He	263	John	195	TRUE	Giles	256	FALSE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1524-control	The policemen also came to their aid. They searched the blind alley, going into every house. In short, they did not leave a stone unturned to recover poor Sue; but, alas! all in vain.  Father Giles was at least glad that he had not gone to visit Connie and John. He could not bear to bring them such terrible tidings as that poor Sue had come home and had been kidnapped again.	He	263	Giles	192	TRUE	John	257	FALSE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1524-swap-1	The policemen also came to their aid. They searched the blind alley, going into every house. In short, they did not leave a stone unturned to recover poor John; but, alas! all in vain.  Mother Connie was at least glad that she had not gone to visit Giles and Sue. She could not bear to bring them such terrible tidings as that poor John had come home and had been kidnapped again.	She	264	Connie	193	TRUE	Sue	259	FALSE	pg20071 Sue, A Little Heroine (by L. T. Meade)
1524-swap-2	The policemen also came to their aid. They searched the blind alley, going into every house. In short, they did not leave a stone unturned to recover poor Giles; but, alas! all in vain.  Mother Sue was at least glad that she had not gone to visit John and Connie. She could not bear to bring them such terrible tidings as that poor Giles had come home and had been kidnapped again.	She	264	Sue	194	TRUE	Connie	256	FALSE	pg20071 Sue, A Little Heroine (by L. T. Meade)
